Year,City Code,City ,GDP,Proportion of primary industry,Proportion of secondary industry,Proportion of the third industry,Per Capita GDP,Urbanization Rate,Unemployment,Average Wage,City Area,Cultivated Area,Grain Yield,GDP of industries above designated size,GDP of foreign-invested enterprises,Total Retail Consumer Goods,Expenditure on education,Public libraries per 100 inhabitants,Number of hospital beds,Total passenger traffic,Total freight volume,Total telecommunication services,Number of international Internet users,Number of participants in medical insurance
1999,350400,三明,2398875,28.5,39.5,32,,0.242830834,10852,8531,22959,163,,1518291,15311,838722,,36,,4045,2862,,,
1998,350400,三明,2243997,29.5,38.8,31.7,,0.23950785,,8019,22959,163,,,,758136,,35,8013,4589,2811,,,
1997,350400,三明,2091770,30.23,39.4,30.37,,0.235224945,,7217,22959,164,,,,670948,,33,,5180,2951,,,
1996,350400,三明,1958191,34.3,37.9,27.8,,0.230775111,,6361,22959,164,,,,567523,,,,3639,3113,,,
1995,350400,三明,1742744,33.5,39.5,27,,0.226721902,,5706,22959,164,,,,491571,,,,4214,3602,,,
1994,350400,三明,1588925,28.85,48.25,22.9,,0.225316852,,4995.69,22959,164,125.2,,,412316,,,,4397,3467,,,
1993,350400,三明,,,,,,0.221576763,,,22959,166,,,,304393,12457,,,2837,3017,,,
1992,350400,三明,,,,,,0.219192847,,,,,,,,,10451,,,2710,2771,,,
1991,350400,三明,638600,38.068,43.846,18.086,2591,0.209346397,,,22959,167.333,130,,,222650,,,,2300,2559,,,
1990,350400,三明,569700,36.265,45.533,18.22,2379,0.208459215,,,22959,167.333,126.75,,,204940,,,,2716,2321,,,
2021,350500,泉州,113040000,2.06,56.94,41,128165,NaN,,85651,,,,,,58197239,1670596,,32929,,,1974,182640000,1098479
2020,350500,泉州,101590000,2.23,57.17,40.6,115768,#DIV/0!,,76330,,,,,,52288729,1624948,,35219,,,,,1037357
2019,350500,泉州,99470000,2.2,58.86,38.93,114067,NaN,18594,72321,11015,,,,,53518677,1509125,,31051,,,969143,3850000,960068
2018,350500,泉州,84679768,2.38,57.69,39.93,97614,NaN,22855,65915,11015,,,,,34078885,1480850,,26596,,,985349,3510000,1144629
2017,350500,泉州,,,,,,NaN,22217,61253,11015,,,,,30339515,1381903,,25633,,,858081,2870000,1163502
2016,350500,泉州,66466294,2.99,58.48,38.54,77784,NaN,21903,57141,11015,,,123366889,15488769,27246536,1286821,,35171,,,1028722,2430000,1200985
2015,350500,泉州,61377139,2.91,59.95,37.14,72421,NaN,20947,54044,11015,,,113981233,16550645,24595881,1228361,101,33173,,,979231,2300000,1151058
2014,350500,泉州,57333576,3.01,61.98,35.02,68254,NaN,18992,48963.02,11015,,,106994303,18552729,21894296,1044582,75,31189,9892,20423,1012228,1850000,1537548
2013,350500,泉州,52180021,3.28,61.84,34.88,74119,NaN,18694,44896.45,11015,,75.28,93791087,17634664,19455675,919227,74,27893,14387,17272,1080200,2080000,1015846
2012,350500,泉州,47264953,3.4,62.22,34.39,57291,NaN,17407,41116.41,11015,,75.3,83784938,17595996,17066381,826325,64,24198,14208,16283,997200,1600000,2609764
2011,350500,泉州,42708864,3.55,62.34,34.11,52245,NaN,16475,35901.09,11015,,79.7,79618307,15965039,14620868,700505,66,21103,14346,14148,933072,1491796,1661115
2010,350500,泉州,35649739,3.71,60.16,36.13,44563,NaN,14762,28907.87,11015,,80.8,62604054,13705653,12344277,602096,38,19208,13986,11838,841742,5870000,
2009,350500,泉州,30695003,3.8,57.95,38.25,39227,NaN,15142,25272.65,11015,,82.6,48835925,9952623,10551989,476059,34,17591,14052,9370,785808,978903,
2008,350500,泉州,27052915,4.45,59.35,36.2,34840,0.287430098,14842,22225.19,11015,,81.2,41843110,9011055,9061139,423081,30,16959,8970,10725,772763,809180,
2007,350500,泉州,22837002,4.69,59.07,36.24,29601,0.28748758,11284,19913.29,11015,154,81.2,34166259,7378928,7556644,350867,32,14173,11043,10039,690122,721244,
2006,350500,泉州,19007599,5.13,58.64,36.23,24847,0.287932578,8872,17588.24,11015,,93.6,26744228,4971082,6469015,280568,28,13023,10329,8891,626020,706446,
2005,350500,泉州,16263034,6.02,57.77,36.21,21427,0.287960938,8462,15799.44,10866,131,99.1,21170226,4088399,5624041,232321,24,13509,9911,7811,547661,602249,
2004,350500,泉州,16029716,6.01,53.5,40.5,21260,0.284151034,8499,14464.48,10866,134,97.3,16595200,3062710,4702941,200804,24,12363,11190,7195,489101,564700,
2003,350500,泉州,13801105,6.09,53.24,40.67,18414,0.255983822,7116,13131.76,10866,135,95.1,11397980,1718615,4093262,180145,22,12458,8699,6164,421300,495000,
2002,350500,泉州,12230562,6.8,52.81,40.39,16650,0.300441558,6769,12149.95,10866,137,98.8,7281945,885692,4166496,,21,14860,9184,5860,375699,387794,
2001,350500,泉州,11250986,7.26,52.83,39.91,17155,0.142631034,5333,10667.19,10866,141,105.74,5649182,586376,3784358,,19,13645,8638,5602,354195,268690,
2000,350500,泉州,10450813,7.7,53.5,38.7,,0.139027222,6264,9708,10866,141,107.2,4662260,369550,3470200,,17,13288,8178,4751,,,
1999,350500,泉州,9518340,8.5,53.1,38.4,,0.138256971,22773,9043,10866,137,,3367575,293060,3160813,,17,,7560,5079,,,
1998,350500,泉州,8638794,9.1,52.8,38.1,,0.134639784,,8133,10866,138,,,,2865547,,16,13543,5400,2704,,,
1997,350500,泉州,7462783,9.94,51.67,38.39,,0.131066094,,7431,10866,140,,,,2502396,,16,,9416,1690,,,
1996,350500,泉州,6290105,10.9,51.7,37.5,,0.127344889,,6383,10866,142,,,,2150314,,,,8040,11810,,,
1995,350500,泉州,5189576,11.5,51.3,37.2,,0.119711784,,5746,10866,144,,,,1715776,,,,13973,11558,,,
1994,350500,泉州,3802565,12.004,52.003,35.993,,0.117379169,,4787.38,10886,146,111.5,,,1350103,,,,12060,11856,,,
1993,350500,泉州,,,,,,0.115414446,,,10886,148,,,,971591,28990,,,7180,4057,,,
1992,350500,泉州,,,,,,0.112096613,,,,,,,,,20809,,,4380,1620,,,
1991,350500,泉州,793200,27.811,45.121,27.068,1351,0.109546906,,,10865,151.333,110,,,477191,,,,4174,1543,,,
1990,350500,泉州,618800,30.317,41.241,28.442,1088,0.109216424,,,10865,151.333,104.95,,,415776,,,,4150,1515,,,
2021,350600,漳州,50250000,10.55,48.98,40.48,99218,NaN,,103590,,,,,,18045701,941821,,22657,,,1212,113650000,795787
2020,350600,漳州,45460000,10.98,45.25,43.77,89005,#DIV/0!,,89060,,,,,,16971489,912685,,22142,,,,,744095
2019,350600,漳州,47420000,10.14,48.82,41.03,92075,NaN,13912,86313,12888,,,,,17863470,836216,,21244,,,412694,1870000,722381
2018,350600,漳州,39476347,11.11,47.81,41.08,77102,NaN,14066,76377,12888,,,,,11116033,835485,,18571,,,418339,1710000,743154
2017,350600,漳州,,,,,,NaN,12771,66483,12888,,,,,9824346,738449,,17192,,,434968,1420000,627879
2016,350600,漳州,31253456,13.3,46.75,39.95,62196,NaN,12800,62093,12554,,,50406623,2996368,8755936,661874,,20387,,,420993,1180000,605360
2015,350600,漳州,27673767,13.4,48.53,38.06,55570,NaN,11767,56931,12880,,,45369386,4026316,7769894,626027,90,18942,,,395833,860000,575386
2014,350600,漳州,25063612,13.98,49.77,36.24,50685,NaN,10775,52038.64,12880,,,40421381,3610883,6921977,518165,90,18958,3546,11000,462335,970000,1111780
2013,350600,漳州,22360244,15.45,48.82,35.72,45726,NaN,9722,46748.43,12554,,69.27,32592103,2900717,7463641,477182,91,16819,5625,6648,451489,950000,518065
2012,350600,漳州,20177971,15.88,47.96,36.16,41433,NaN,9817,42708.4,13334,,70.3,27223742,2985880,6610842,405618,32,14453,5545,6101,392937,660000,770432
2011,350600,漳州,17682006,16.59,47.29,36.12,36641,NaN,9876,34899.95,12881,,70.5,25233200,3991900,5635127,334937,22,11167,5492,5468,372680,573373,449224
2010,350600,漳州,14307097,17.8,45.57,36.62,29769,NaN,11388,29537.45,12873,,70.1,19389247,3544059,4726326,286072,21,10032,5349,4919,324644,376340,
2009,350600,漳州,11780103,18.56,44.14,37.3,24619,NaN,11938,24710.36,12873,,68.56,14361809,3006763,4002101,231053,21,8930,5481,4475,303056,341073,
2008,350600,漳州,10020167,21.32,44.51,34.18,21073,0.288409819,10920,22272.74,12873,,64.35,12435010,2929773,3637827,167884,20,8930,6145,4097,283419,237878,
2007,350600,漳州,8548082,21.81,43.17,35.02,18072,0.29030447,13562,18024.18,12873,177,61.93,9988735,2498783,3022806,127179,18,8460,6107,3929,236594,217376,
2006,350600,漳州,7169115,23.47,42.4,34.13,15221,0.283965675,13889,14967.06,12608,,82.8,7854310,1867824,2583480,94673,17,7916,5956,3527,227558,191593,
2005,350600,漳州,6285310,24.64,40.61,34.76,13402,0.283359206,12400,13336.76,12608,149,87,6203610,1552512,2299415,75300,21,12773,5576,3408,391050,284661,
2004,350600,漳州,7020241,20.34,41.34,38.32,15394,0.282385977,14554,11964.81,12608,151,89.3,4891112,1228198,1993574,72556,20,14810,5764,3340,385610,273673,
2003,350600,漳州,6033969,21.01,39.35,39.65,12973,0.27733351,13024,11078.41,12608,154,87.3,3351702,815574,1798836,66806,19,14210,5935,3856,346117,239542,
2002,350600,漳州,5346970,22.18,37.41,40.42,11749,0.310314396,11405,10281.98,12608,156,86.3,2336942,534620,1778505,,17,13942,5914,4148,305145,237041,
2001,350600,漳州,5238905,22.79,39.78,37.42,11613,0.171917869,9175,9560.94,12608,163,105.55,1863224,362774,1631854,,16,12181,5912,4668,251338,175586,
2000,350600,漳州,4773573,23.8,39.5,36.7,,0.170738207,8908,8234,12608,163,111.67,1679673,260623,1496300,,13,12273,4866,4967,,,
1999,350600,漳州,4870732,21.8,47.1,31.1,,0.167096905,16296,7362,12608,160,,1721766,165313,1345203,,14,,4294,4975,,,
1998,350600,漳州,4332983,23.1,46.6,30.3,,0.165443674,,6585,12608,161,,,,1202264,,13,13392,4223,5164,,,
1997,350600,漳州,3685213,23.79,46.37,29.85,,0.162457836,,5862,12608,163,,,,1022650,,13,,3499,5290,,,
1996,350600,漳州,2995873,27.9,42.9,29.2,,0.158929922,,5179,12608,394,,,,864177,,,,3568,6038,,,
1995,350600,漳州,2266764,30.3,39.4,30.3,,0.15785743,,4383,12607,165,,,,705625,,,,3376,4659,,,
1994,350600,漳州,1629034,33.179,37.058,29.763,,0.153428804,,3665.3,12607,167,144.7,,,534548,,,,3285,5473,,,
1993,350600,漳州,,,,,,0.150645759,,,12607,168,,,,412639,16297,,,2960,3857,,,
1992,350600,漳州,,,,,,0.147804313,,,,,,,,,13856,,,2784,3171,,,
1991,350600,漳州,570800,43.132,30.554,26.314,1363,0.14520919,,,12607,171.333,146,,,329291,,,,2787,2850,,,
1990,350600,漳州,484700,42.996,29.523,27.481,1182,0.143484521,,,12607,172,144.38,,,307003,,,,2502,2641,,,
2021,350700,南平,21180000,16.34,35.65,48.02,79162,NaN,,89750,,,,,,7609990,579218,,12513,,,335,62500000,430827
2020,350700,南平,20070000,16.43,37.83,45.74,74903,#DIV/0!,,82487,,,,,,7023732,576477,,12258,,,,,426044
2019,350700,南平,19920000,15.83,41.73,42.41,74036,NaN,20261,76230,26280,,,,,7306224,570662,,12400,,,204642,1070000,415966
2018,350700,南平,17925130,16.24,43.28,40.48,66760,NaN,22049,69984,26280,,,,,6750876,555951,,11965,,,212072,950000,424851
2017,350700,南平,,,,,,NaN,20632,64347,26280,,,,,6152590,501458,,12211,,,215809,800000,432093
2016,350700,南平,14577378,22.11,42.14,35.75,55009,NaN,18508,59537,26280,,,18682777,870091,5566788,463089,,15045,,,211223,680000,422543
2015,350700,南平,13395148,21.59,43.16,35.25,50932,NaN,16965,56381,26280,,,17222409,1047982,5038466,436642,65,15959,,,410054,550000,420033
2014,350700,南平,12325593,22.04,44.11,33.86,47044,NaN,15552,49828.88,26280,,,15376113,1036897,4519974,361748,64,15536,3013,3611,207246,530000,573242
2013,350700,南平,11058215,23.24,43.51,33.25,34994,NaN,16664,44931.28,26280,,143.47,13172871,958952,4126815,323292,64,15062,2833,3191,210807,500000,412452
2012,350700,南平,9967580,23.53,42.8,33.67,37756,NaN,16015,40635.12,26308,,141.1,11329625,859382,3573000,301275,84,12571,3533,4123,195132,450000,697188
2011,350700,南平,8943055,23.82,42.13,34.05,33775,NaN,14525,33750.07,26308,,141.7,9317517,790845,2969635,209918,49,10583,3567,3639,181286,389247,881822
2010,350700,南平,7286525,21.89,41.83,36.28,26279,NaN,13565,28320.61,26308,,139.1,7774451,693567,2620382,177679,43,9415,3702,3170,166756,1240000,
2009,350700,南平,6216534,22.47,39.69,37.83,21473,NaN,13284,25269.86,26315,,143.48,5970695,619007,2252168,158993,44,8829,3642,2933,152790,186865,
2008,350700,南平,5591439,23.82,39.41,36.77,19348,0.347191121,13465,22372.07,26315,,138,5265203,610594,2088320,129284,40,8016,3155,2994,136832,141074,
2007,350700,南平,4665770,23.96,37.91,38.13,16201,0.347958084,21332,19063.12,26281,227,129.11,4192531,520507,1743973,97400,40,7223,5547,3592,133948,127073,
2006,350700,南平,3931859,25.81,35.33,38.86,13652,0.345104334,20335,16280.05,26281,,126.2,3188682,414745,1509149,69217,36,7948,4957,3218,146351,101717,
2005,350700,南平,3480016,26.77,34.56,38.67,12083,0.336676828,22407,14175.53,26280,212,123.4,2516780,301105,1337029,55137,35,7826,4113,2769,107287,200794,
2004,350700,南平,3216960,25.87,34.74,39.39,11209,0.3346145,22843,12167.26,26280,206,122.3,2093328,293856,957200,53579,34,7689,4273,2556,106430,127803,
2003,350700,南平,2826381,24.88,34.95,40.17,9917,0.333399021,24056,11929.06,26280,207,107.8,1571419,145933,847129,50449,34,7799,3882,2296,106154,148105,
2002,350700,南平,2549835,25.9,33.87,40.23,8409,0.351693106,26201,11024.37,26280,208,120.5,1321766,75589,828826,,33,7948,3859,2308,166023,127529,
2001,350700,南平,2408847,25.08,34.96,38.95,7908,0.264486687,26513,9645.83,26280,210,123.87,1118261,127443,744693,,33,8571,3852,2294,179847,90037,
2000,350700,南平,2227808,27.5,34.8,37.7,,0.264535649,19639,8504,26280,210,124.5,1027911,96667,693600,,33,8069,3826,2104,,,
1999,350700,南平,2149324,28.4,36.1,35.6,,0.262536873,10836,7207,26301,210,,884862,41744,639216,,33,,3826,2094,,,
1998,350700,南平,2088527,29.1,37.1,33.8,,0.260552597,,6426,26301,210,,,,594997,,32,7036,4513,2293,,,
1997,350700,南平,2061769,30.7,37.76,31.54,,0.25815108,,5817,26301,211,,,,551367,,31,,4651,2257,,,
1996,350700,南平,1880653,33.6,37.6,28.8,,0.255644426,,5178,26301,212,,,,480143,,,,5347,2485,,,
1995,350700,南平,1571420,34,37.7,28.3,,0.250212592,,4572,26301,211,,,,415758,,,,5334,2827,,,
1994,350700,南平,1276070,31.427,42.643,25.93,,0.246747021,,4151.56,26301,213,167.6,,,334907,,,,5289,2703,,,
1993,350700,南平,,,,,,0.443106044,,,2653,18,,,,61629,2392,,,436,169,,,
1992,350700,南平,,,,,,0.437812025,,,,,,,,,1828,,,344,172,,,
1991,350700,南平,137300,20.976,57.32,21.704,3028,0.434868421,,,2653,18.667,15,,,45704,,,,523,487,,,
1990,350700,南平,424200,6.035,16.596,6.671,2775,0.432594235,,,2653,19.333,14.32,,,42622,,,,640,503,,,
2021,350800,龙岩,30820000,9.83,42.89,47.27,112886,NaN,,96265,,,,,,13765350,768703,,19225,,,1203,71990000,497189
2020,350800,龙岩,28710000,11.15,43.99,44.86,105548,#DIV/0!,,82970,,,,,,12592060,729745,,18771,,,,,453681
2019,350800,龙岩,26790000,10.76,45.46,43.77,101476,NaN,19022,78850,19063,,,,,13129634,687776,,17582,,,435233,1110000,431648
2018,350800,龙岩,23932951,10.2,47.94,41.86,90655,NaN,18080,70094,19039,,,,,9074193,634350,,17381,,,425033,1020000,427643
2017,350800,龙岩,,,,,,NaN,17143,64211,19063,,,,,8131876,601554,,16615,,,694570,840000,424291
2016,350800,龙岩,18956670,11.79,51.01,37.2,72354,NaN,17143,59329,19063,,,20782113,1222457,7290015,550790,,15628,,,621873,750000,422216
2015,350800,龙岩,17384535,11.54,52.62,35.84,66863,NaN,15162,55430,19063,,,18569089,1126587,6395822,550361,58,15690,,,418100,640000,380125
2014,350800,龙岩,16212107,11.58,54.05,34.37,62716,NaN,14937,44573.83,19063,,,16823144,1248630,5599920,431755,59,14425,2557,9320,288791,630000,900491
2013,350800,龙岩,14798988,12.02,53.79,34.19,48842,NaN,14580,44775.28,19063,,108.04,14884347,1210306,4807669,398322,59,14425,2401,8064,236195,430000,382997
2012,350800,龙岩,13746498,11.78,57.06,31.16,53590,NaN,13842,41173.53,19028,,106,12665151,962916,4235256,389925,75,12793,3693,9984,221345,400000,689692
2011,350800,龙岩,12421544,12.34,56.51,31.15,48554,NaN,11388,35552.23,19052,,104.4,16381102,1297432,3743250,285476,44,11604,3554,9198,204418,342700,350079
2010,350800,龙岩,9908973,13.01,53.25,33.74,38698,NaN,12911,30834.46,19063,,98.6,11773399,1135744,3121663,228393,25,10371,4074,9212,188613,249000,
2009,350800,龙岩,8248814,13.94,50.19,35.87,29725,NaN,10209,27642.91,19063,,96.07,8456135,848376,2619733,211695,25,9525,4675,7740,175540,179000,
2008,350800,龙岩,6728476,16.91,51.83,31.25,24334,0.296944731,11718,24053.28,19063,,93.19,7161245,735518,2083577,164817,25,9421,4563,7488,156380,163900,
2007,350800,龙岩,5534371,17.57,50.33,32.1,20088,0.296542185,11444,20571.35,19050,162,90.06,5380269,511513,1677214,133129,25,8118,4731,6208,133200,206025,
2006,350800,龙岩,4500075,19.34,47.61,33.05,16394,0.29771842,12155,17862.15,19050,,102.6,3884663,188464,1459041,89539,24,8118,3632,5004,114220,197191,
2005,350800,龙岩,3856278,21.25,44.7,34.06,14105,0.296307918,12956,15384.31,19050,132,104.9,2939275,123839,1286515,74155,23,7658,2718,3991,100588,161247,
